"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","alreadycontact","previous","poutcome","priceidx","confidx","euribor3m","y"
"1790","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","may","fri",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1251","[41.3,64.7)","retired","married","basic.9y","no","no","no","cellular","jul","mon",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1768","[41.3,64.7)","technician","married","university.degree","unknown","no","yes","telephone","may","mon",5,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2592","[41.3,64.7)","blue-collar","single","high.school","unknown","yes","no","cellular","may","mon",7,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2006","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","fri",10,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1223","[41.3,64.7)","unknown","married","basic.9y","no","yes","no","cellular","dec","thu",1,0,1,"failure","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","yes"
"2215","[18.0,41.3)","self-employed","single","university.degree","no","yes","yes","cellular","jul","thu",8,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"340","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","nov","wed",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"854","[18.0,41.3)","unemployed","single","basic.4y","no","no","no","cellular","nov","fri",8,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1852","[18.0,41.3)","technician","married","professional.course","no","no","no","telephone","may","mon",5,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"500","[41.3,64.7)","admin.","divorced","high.school","no","yes","no","cellular","may","tue",8,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2660","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","cellular","apr","fri",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2641","[41.3,64.7)","admin.","married","unknown","no","yes","no","cellular","dec","wed",2,0,0,"nonexistent","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","yes"
"1489","[18.0,41.3)","admin.","single","university.degree","no","no","no","telephone","jun","tue",6,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2409","[41.3,64.7)","technician","single","unknown","no","no","no","telephone","may","tue",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"920","[18.0,41.3)","technician","married","basic.9y","no","yes","no","cellular","jul","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"205","[18.0,41.3)","management","single","university.degree","unknown","no","no","cellular","may","thu",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1371","[18.0,41.3)","admin.","divorced","university.degree","no","yes","no","cellular","nov","wed",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1437","[41.3,64.7)","unknown","married","unknown","unknown","yes","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1060","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","may","tue",6,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"576","[41.3,64.7)","self-employed","married","university.degree","no","no","no","cellular","jul","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1575","[18.0,41.3)","services","married","high.school","no","no","no","cellular","oct","mon",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"60","[41.3,64.7)","self-employed","married","basic.9y","no","yes","yes","cellular","may","mon",6,1,1,"success","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"3151","[18.0,41.3)","admin.","married","high.school","no","no","no","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1737","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","apr","mon",2,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1990","[18.0,41.3)","technician","married","professional.course","no","yes","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1453","[18.0,41.3)","admin.","married","university.degree","no","yes","no","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3685","[41.3,64.7)","housemaid","single","basic.9y","no","yes","no","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1430","[18.0,41.3)","blue-collar","married","basic.6y","unknown","no","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3187","[18.0,41.3)","technician","married","basic.9y","no","no","no","telephone","may","mon",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1814","[18.0,41.3)","management","divorced","university.degree","no","yes","no","cellular","may","fri",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3122","[18.0,41.3)","self-employed","divorced","university.degree","no","no","no","cellular","nov","tue",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2511","[41.3,64.7)","self-employed","married","professional.course","unknown","unknown","unknown","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"986","[18.0,41.3)","student","single","unknown","unknown","yes","no","cellular","aug","fri",1,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"4068","[41.3,64.7)","technician","married","university.degree","no","yes","no","cellular","aug","tue",8,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1409","[18.0,41.3)","services","single","basic.9y","no","no","no","cellular","jul","fri",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"831","[41.3,64.7)","technician","married","university.degree","unknown","yes","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1716","[18.0,41.3)","blue-collar","single","basic.9y","no","no","yes","cellular","oct","wed",2,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"715","[18.0,41.3)","admin.","divorced","basic.6y","no","no","no","telephone","jul","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3744","[18.0,41.3)","technician","single","professional.course","no","no","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3352","[18.0,41.3)","entrepreneur","married","university.degree","no","yes","yes","telephone","nov","mon",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3317","[41.3,64.7)","housemaid","married","basic.4y","no","yes","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1919","[18.0,41.3)","admin.","married","professional.course","no","no","no","cellular","jul","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"4078","[18.0,41.3)","services","married","high.school","no","yes","no","telephone","jun","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"461","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","mar","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"3811","[41.3,64.7)","self-employed","married","high.school","no","no","no","cellular","may","fri",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
"3140","[18.0,41.3)","blue-collar","divorced","basic.6y","no","no","no","cellular","jul","fri",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1380","[18.0,41.3)","admin.","divorced","university.degree","no","yes","no","cellular","nov","mon",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3640","[41.3,64.7)","admin.","married","university.degree","unknown","no","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3121","[41.3,64.7)","services","married","basic.9y","no","yes","no","cellular","may","wed",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3955","[41.3,64.7)","unemployed","married","high.school","no","yes","no","cellular","dec","wed",1,0,0,"nonexistent","[92.2,93.1)","[-36.5,-31.7)","[0.635,2.840)","yes"
"3587","[18.0,41.3)","admin.","single","basic.9y","no","no","no","cellular","jul","thu",29,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"746","[18.0,41.3)","services","married","high.school","no","yes","yes","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"234","[18.0,41.3)","self-employed","single","university.degree","no","no","no","telephone","may","thu",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1203","[18.0,41.3)","blue-collar","married","basic.9y","no","unknown","unknown","telephone","may","tue",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"41","[41.3,64.7)","blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,1,3,"success","[93.1,93.9)","[-41.2,-36.5)","[0.635,2.840)","yes"
"2665","[18.0,41.3)","admin.","single","professional.course","unknown","yes","no","telephone","may","tue",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3330","[18.0,41.3)","admin.","single","high.school","no","yes","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2176","[18.0,41.3)","admin.","single","high.school","no","yes","yes","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2537","[18.0,41.3)","management","single","university.degree","unknown","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3338","[41.3,64.7)","unemployed","married","high.school","unknown","no","no","cellular","nov","fri",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1654","[18.0,41.3)","blue-collar","married","unknown","no","yes","no","cellular","may","thu",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1703","[41.3,64.7)","entrepreneur","married","university.degree","no","yes","no","telephone","may","mon",11,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3146","[18.0,41.3)","technician","married","professional.course","no","no","no","cellular","aug","mon",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2020","[41.3,64.7)","blue-collar","married","basic.9y","unknown","no","yes","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3204","[18.0,41.3)","admin.","single","professional.course","no","yes","no","cellular","jul","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3667","[41.3,64.7)","admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",9,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2191","[41.3,64.7)","retired","married","professional.course","no","yes","no","cellular","jun","mon",2,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"2226","[41.3,64.7)","housemaid","married","basic.4y","unknown","no","yes","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"530","[18.0,41.3)","admin.","divorced","high.school","no","yes","yes","telephone","may","mon",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"937","[41.3,64.7)","management","married","university.degree","no","no","yes","cellular","jul","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1131","[18.0,41.3)","blue-collar","married","basic.4y","no","no","no","cellular","may","wed",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"238","[18.0,41.3)","admin.","divorced","high.school","no","yes","no","telephone","jun","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2178","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","aug","fri",4,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1682","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"415","[41.3,64.7)","blue-collar","married","basic.4y","no","no","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2973","[41.3,64.7)","entrepreneur","married","basic.9y","no","yes","no","cellular","jul","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1714","[41.3,64.7)","blue-collar","divorced","basic.4y","unknown","yes","no","cellular","apr","thu",1,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"3815","[41.3,64.7)","services","single","high.school","no","yes","no","cellular","apr","fri",2,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2588","[41.3,64.7)","technician","single","university.degree","no","yes","no","telephone","apr","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"2676","[18.0,41.3)","blue-collar","divorced","professional.course","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2439","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","aug","wed",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1950","[18.0,41.3)","blue-collar","single","high.school","unknown","no","no","cellular","jul","thu",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1915","[18.0,41.3)","services","married","high.school","no","yes","yes","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"826","[18.0,41.3)","technician","married","professional.course","no","no","yes","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3592","[41.3,64.7)","services","married","high.school","no","yes","no","telephone","jun","fri",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1277","[41.3,64.7)","technician","married","unknown","no","yes","no","cellular","aug","tue",1,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"1081","[18.0,41.3)","technician","divorced","basic.9y","no","no","no","telephone","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1193","[18.0,41.3)","services","single","basic.9y","no","yes","no","cellular","jul","wed",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"523","[41.3,64.7)","blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"971","[18.0,41.3)","admin.","married","university.degree","no","yes","yes","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1256","[18.0,41.3)","housemaid","single","university.degree","unknown","yes","no","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2305","[18.0,41.3)","admin.","single","high.school","unknown","no","no","cellular","jul","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"825","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","aug","fri",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"351","[41.3,64.7)","admin.","divorced","basic.9y","unknown","no","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"89","[18.0,41.3)","student","single","university.degree","no","no","no","cellular","jul","fri",3,1,2,"success","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"2446","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","aug","tue",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1455","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","nov","tue",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3228","[41.3,64.7)","blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","thu",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"240","[18.0,41.3)","entrepreneur","divorced","university.degree","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"350","[18.0,41.3)","student","single","high.school","no","no","no","cellular","aug","tue",1,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"392","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2235","[18.0,41.3)","blue-collar","married","basic.4y","unknown","yes","no","telephone","may","fri",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2290","[41.3,64.7)","services","married","unknown","no","yes","no","cellular","jun","tue",3,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"3001","[41.3,64.7)","management","married","university.degree","no","no","no","telephone","sep","tue",1,0,0,"nonexistent","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"3562","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"873","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"604","[41.3,64.7)","unknown","married","university.degree","no","no","yes","telephone","may","thu",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2418","[18.0,41.3)","blue-collar","married","basic.6y","no","yes","no","cellular","may","tue",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2197","[41.3,64.7)","blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","fri",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
